Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,hour,month,dayofweek,city_encoded,cluster,anomaly,safety_score
15912,,2021-10-24 23:00:00,,Hyderabad,559,DOMESTIC VIOLENCE,31,F,Firearm,Violent Crime,14,No,,11.0,10,6,8,3,1,85
15914,,2021-10-25 01:00:00,,Chennai,549,KIDNAPPING,15,F,Poison,Other Crime,2,Yes,15-12-2021 03:00,11.0,10,0,4,2,1,90
15917,,2021-10-25 04:00:00,,Delhi,106,FIREARM OFFENSE,11,F,Blunt Object,Fire Accident,17,Yes,05-01-2022 06:00,11.0,10,0,5,2,1,90
15918,,2021-10-25 05:00:00,,Hyderabad,338,DRUG OFFENSE,62,F,Explosives,Other Crime,15,Yes,05-01-2022 16:00,11.0,10,0,8,2,1,90
15919,,2021-10-25 06:00:00,,Hyderabad,320,HOMICIDE,50,F,,Other Crime,8,No,,11.0,10,0,8,2,1,90
15920,,2021-10-25 07:00:00,,Bangalore,285,HOMICIDE,48,F,Blunt Object,Other Crime,15,Yes,23-02-2023 06:00,11.0,10,0,2,2,1,90
15921,,2021-10-25 08:00:00,,Surat,586,SEXUAL ASSAULT,33,F,Firearm,Violent Crime,11,Yes,06-12-2022 22:00,11.0,10,0,24,1,1,95
15922,,2021-10-25 09:00:00,,Kanpur,196,HOMICIDE,72,F,Blunt Object,Other Crime,13,No,,11.0,10,0,12,2,1,90
15923,,2021-10-25 10:00:00,,Thane,476,EXTORTION,17,F,Poison,Other Crime,6,Yes,16-12-2021 15:00,11.0,10,0,25,1,1,95
15926,,2021-10-25 13:00:00,,Jaipur,581,PUBLIC INTOXICATION,13,F,Other,Other Crime,15,Yes,10-11-2021 13:00,11.0,10,0,10,2,1,90
15927,,2021-10-25 14:00:00,,Ahmedabad,152,EXTORTION,75,F,Explosives,Other Crime,3,Yes,04-11-2021 20:00,11.0,10,0,1,2,1,90
15928,,2021-10-25 15:00:00,,Ahmedabad,443,ARSON,15,F,Other,Fire Accident,2,No,,11.0,10,0,1,2,1,90
15929,,2021-10-25 16:00:00,,Mumbai,448,FIREARM OFFENSE,37,F,Blunt Object,Fire Accident,10,Yes,20-12-2021 14:00,11.0,10,0,17,2,1,90
15933,,2021-10-25 20:00:00,,Kolkata,441,ARSON,75,F,Poison,Fire Accident,11,No,,11.0,10,0,13,2,1,90
15935,,2021-10-25 22:00:00,,Lucknow,441,HOMICIDE,49,F,Blunt Object,Other Crime,4,Yes,15-01-2023 20:00,11.0,10,0,14,2,1,90
15937,,2021-10-26 00:00:00,,Ghaziabad,457,FRAUD,47,F,Explosives,Other Crime,17,Yes,16-11-2021 20:00,11.0,10,1,7,2,1,90
15938,,2021-10-26 01:00:00,,Delhi,582,VEHICLE - STOLEN,40,F,Firearm,Violent Crime,13,Yes,08-12-2021 12:00,11.0,10,1,5,2,1,90
15939,,2021-10-26 02:00:00,,Mumbai,158,COUNTERFEITING,13,F,,Other Crime,15,No,,11.0,10,1,17,2,1,90
15940,,2021-10-26 03:00:00,,Delhi,365,HOMICIDE,61,F,Knife,Other Crime,16,Yes,10-06-2022 14:00,11.0,10,1,5,2,1,90
15941,,2021-10-26 04:00:00,,Bangalore,507,FIREARM OFFENSE,26,F,Firearm,Fire Accident,9,Yes,08-11-2021 10:00,11.0,10,1,2,2,1,90
15944,,2021-10-26 07:00:00,,Bangalore,382,DOMESTIC VIOLENCE,42,F,Firearm,Violent Crime,3,Yes,05-12-2021 09:00,11.0,10,1,2,2,1,90
15946,,2021-10-26 09:00:00,,Hyderabad,201,DRUG OFFENSE,57,F,Poison,Other Crime,4,Yes,17-11-2021 13:00,11.0,10,1,8,2,1,90
15947,,2021-10-26 10:00:00,,Ahmedabad,447,CYBERCRIME,78,F,Knife,Other Crime,7,Yes,09-01-2022 14:00,11.0,10,1,1,2,1,90
15949,,2021-10-26 12:00:00,,Hyderabad,135,ARSON,71,F,,Fire Accident,18,Yes,09-01-2022 16:00,11.0,10,1,8,2,1,90
15950,,2021-10-26 13:00:00,,Ghaziabad,242,EXTORTION,56,F,Blunt Object,Other Crime,10,No,,11.0,10,1,7,2,1,90
15952,,2021-10-26 15:00:00,,Hyderabad,500,ROBBERY,24,F,Knife,Violent Crime,5,No,,11.0,10,1,8,2,1,90
15953,,2021-10-26 16:00:00,,Kalyan,452,ILLEGAL POSSESSION,30,F,Explosives,Other Crime,9,Yes,25-12-2021 13:00,11.0,10,1,11,2,1,90
15955,,2021-10-26 18:00:00,,Delhi,478,VANDALISM,40,F,Blunt Object,Other Crime,1,Yes,28-12-2021 14:00,11.0,10,1,5,2,1,90
15956,,2021-10-26 19:00:00,,Hyderabad,511,DRUG OFFENSE,10,F,Explosives,Other Crime,9,No,,11.0,10,1,8,2,1,90
15957,,2021-10-26 20:00:00,,Delhi,570,SHOPLIFTING,33,F,Blunt Object,Other Crime,13,No,,11.0,10,1,5,2,1,90
15958,,2021-10-26 21:00:00,,Bangalore,577,SEXUAL ASSAULT,36,F,Poison,Violent Crime,7,Yes,09-08-2022 22:00,11.0,10,1,2,2,1,90
15959,,2021-10-26 22:00:00,,Delhi,177,ROBBERY,10,F,Poison,Violent Crime,10,Yes,24-02-2022 05:00,11.0,10,1,5,2,1,90
15960,,2021-10-26 23:00:00,,Srinagar,354,DOMESTIC VIOLENCE,16,F,Explosives,Violent Crime,8,Yes,04-11-2021 22:00,11.0,10,1,23,1,1,95
15962,,2021-10-27 01:00:00,,Kolkata,556,FIREARM OFFENSE,38,F,Firearm,Fire Accident,2,No,,11.0,10,2,13,2,1,90
15963,,2021-10-27 02:00:00,,Hyderabad,192,TRAFFIC VIOLATION,55,F,Poison,Traffic Fatality,1,No,,11.0,10,2,8,2,1,90
15964,,2021-10-27 03:00:00,,Bhopal,108,ASSAULT,59,F,Firearm,Violent Crime,5,No,,11.0,10,2,3,2,1,90
15965,,2021-10-27 04:00:00,,Mumbai,397,SHOPLIFTING,61,F,Knife,Other Crime,8,No,,11.0,10,2,17,1,1,95
15966,,2021-10-27 05:00:00,,Patna,106,ARSON,76,F,Firearm,Fire Accident,15,Yes,03-01-2022 18:00,11.0,10,2,20,1,1,95
15968,,2021-10-27 07:00:00,,Kanpur,153,ILLEGAL POSSESSION,58,F,Explosives,Other Crime,3,No,,11.0,10,2,12,2,1,90
15969,,2021-10-27 08:00:00,,Nagpur,454,ARSON,25,F,Other,Fire Accident,8,No,,11.0,10,2,18,1,1,95
15970,,2021-10-27 09:00:00,,Delhi,234,FRAUD,29,F,Poison,Other Crime,2,No,,11.0,10,2,5,2,1,90
15972,,2021-10-27 11:00:00,,Varanasi,395,VEHICLE - STOLEN,48,F,Other,Violent Crime,13,Yes,15-12-2021 14:00,11.0,10,2,26,1,1,95
15974,,2021-10-27 13:00:00,,Surat,199,FIREARM OFFENSE,38,F,,Fire Accident,10,No,,11.0,10,2,24,1,1,95
15975,,2021-10-27 14:00:00,,Hyderabad,494,DOMESTIC VIOLENCE,55,F,Knife,Violent Crime,16,Yes,19-11-2021 20:00,11.0,10,2,8,2,1,90
15977,,2021-10-27 16:00:00,,Hyderabad,199,BURGLARY,54,F,Explosives,Other Crime,4,Yes,13-04-2022 10:00,11.0,10,2,8,2,1,90
15978,,2021-10-27 17:00:00,,Ludhiana,491,KIDNAPPING,65,F,Knife,Other Crime,12,No,,11.0,10,2,15,1,1,95
15981,,2021-10-27 20:00:00,,Kalyan,477,COUNTERFEITING,34,F,Firearm,Other Crime,15,No,,11.0,10,2,11,2,1,90
15983,,2021-10-27 22:00:00,,Bangalore,158,EXTORTION,67,F,,Other Crime,3,No,,11.0,10,2,2,2,1,90
15984,,2021-10-27 23:00:00,,Rajkot,245,EXTORTION,16,F,Poison,Other Crime,12,Yes,15-01-2022 06:00,11.0,10,2,22,1,1,95
15986,,2021-10-28 01:00:00,,Pune,536,ROBBERY,72,F,Blunt Object,Violent Crime,4,Yes,17-02-2022 12:00,11.0,10,3,21,1,1,95
15987,,2021-10-28 02:00:00,,Chennai,135,SHOPLIFTING,23,F,Explosives,Other Crime,18,No,,11.0,10,3,4,3,1,85
15988,,2021-10-28 03:00:00,,Kolkata,380,SEXUAL ASSAULT,18,F,Poison,Violent Crime,8,Yes,12-01-2023 12:00,11.0,10,3,13,1,1,95
15989,,2021-10-28 04:00:00,,Bangalore,317,COUNTERFEITING,77,F,Blunt Object,Other Crime,11,No,,11.0,10,3,2,3,1,85
15991,,2021-10-28 06:00:00,,Hyderabad,585,COUNTERFEITING,18,F,Knife,Other Crime,3,Yes,13-12-2021 14:00,11.0,10,3,8,3,1,85
15992,,2021-10-28 07:00:00,,Varanasi,344,TRAFFIC VIOLATION,39,F,Knife,Traffic Fatality,7,No,,11.0,10,3,26,1,1,95
15993,,2021-10-28 08:00:00,,Mumbai,395,VANDALISM,72,F,Firearm,Other Crime,14,Yes,27-11-2021 14:00,11.0,10,3,17,1,1,95
15994,,2021-10-28 09:00:00,,Delhi,533,TRAFFIC VIOLATION,18,F,Other,Traffic Fatality,12,No,,11.0,10,3,5,3,1,85
15995,,2021-10-28 10:00:00,,Delhi,429,HOMICIDE,23,F,Poison,Other Crime,9,No,,11.0,10,3,5,3,1,85
15997,,2021-10-28 12:00:00,,Mumbai,387,ROBBERY,67,F,Poison,Violent Crime,5,No,,11.0,10,3,17,1,1,95
15998,,2021-10-28 13:00:00,,Ghaziabad,506,CYBERCRIME,47,F,Knife,Other Crime,13,No,,11.0,10,3,7,3,1,85
15999,,2021-10-28 14:00:00,,Delhi,375,VEHICLE - STOLEN,59,F,Explosives,Violent Crime,18,Yes,20-11-2021 03:00,11.0,10,3,5,3,1,85
16000,,2021-10-28 15:00:00,,Delhi,454,EXTORTION,45,F,Poison,Other Crime,1,Yes,31-12-2021 09:00,11.0,10,3,5,3,1,85
16001,,2021-10-28 16:00:00,,Mumbai,203,SHOPLIFTING,22,F,Explosives,Other Crime,1,Yes,09-11-2021 02:00,11.0,10,3,17,1,1,95
16003,,2021-10-28 18:00:00,,Surat,400,FIREARM OFFENSE,35,F,Other,Fire Accident,15,No,,11.0,10,3,24,1,1,95
16004,,2021-10-28 19:00:00,,Lucknow,529,ARSON,18,F,Explosives,Fire Accident,19,Yes,12-11-2021 15:00,11.0,10,3,14,1,1,95
16005,,2021-10-28 20:00:00,,Visakhapatnam,227,ARSON,11,F,Other,Fire Accident,2,No,,11.0,10,3,28,1,-1,65
16006,,2021-10-28 21:00:00,,Mumbai,580,TRAFFIC VIOLATION,51,F,Blunt Object,Traffic Fatality,12,Yes,01-11-2021 20:00,11.0,10,3,17,1,1,95
16008,,2021-10-28 23:00:00,,Delhi,167,COUNTERFEITING,75,F,Firearm,Other Crime,8,Yes,14-01-2022 16:00,11.0,10,3,5,3,1,85
16014,,2021-10-29 05:00:00,,Ludhiana,566,VEHICLE - STOLEN,19,F,Explosives,Violent Crime,14,No,,11.0,10,4,15,1,1,95
16015,,2021-10-29 06:00:00,,Bangalore,451,DOMESTIC VIOLENCE,62,F,Explosives,Violent Crime,2,Yes,30-12-2021 23:00,11.0,10,4,2,3,1,85
16017,,2021-10-29 08:00:00,,Delhi,448,KIDNAPPING,29,F,Firearm,Other Crime,5,No,,11.0,10,4,5,3,1,85
16019,,2021-10-29 10:00:00,,Delhi,142,PUBLIC INTOXICATION,23,F,Knife,Other Crime,13,No,,11.0,10,4,5,3,1,85
16021,,2021-10-29 12:00:00,,Ludhiana,519,IDENTITY THEFT,32,F,Explosives,Violent Crime,15,Yes,07-11-2021 16:00,11.0,10,4,15,1,1,95
16023,,2021-10-29 14:00:00,,Varanasi,234,HOMICIDE,27,F,,Other Crime,8,Yes,20-03-2023 11:00,11.0,10,4,26,1,1,95
16026,,2021-10-29 17:00:00,,Kolkata,354,FRAUD,56,F,Firearm,Other Crime,19,No,,11.0,10,4,13,1,1,95
16027,,2021-10-29 18:00:00,,Bhopal,580,ARSON,50,F,Poison,Fire Accident,18,No,,11.0,10,4,3,3,1,85
16028,,2021-10-29 19:00:00,,Mumbai,188,TRAFFIC VIOLATION,57,F,Other,Traffic Fatality,15,Yes,31-10-2021 20:00,11.0,10,4,17,1,1,95
16029,2021-01-11 14:00:00,2021-10-29 20:00:00,,Thane,143,BURGLARY,29,F,Blunt Object,Other Crime,18,Yes,14-02-2022 14:00,11.0,10,4,25,1,1,95
16030,2021-01-11 03:00:00,2021-10-29 21:00:00,,Kanpur,225,KIDNAPPING,30,F,Blunt Object,Other Crime,11,No,,11.0,10,4,12,3,1,85
16031,,2021-10-29 22:00:00,,Delhi,428,SEXUAL ASSAULT,30,F,Poison,Violent Crime,12,No,,11.0,10,4,5,3,1,85
16033,,2021-10-30 00:00:00,,Nagpur,164,VEHICLE - STOLEN,32,F,Firearm,Violent Crime,6,No,,11.0,10,5,18,1,1,95
16035,,2021-10-30 02:00:00,,Hyderabad,446,PUBLIC INTOXICATION,73,F,Other,Other Crime,17,No,,11.0,10,5,8,3,1,85
16036,,2021-10-30 03:00:00,,Ahmedabad,139,PUBLIC INTOXICATION,55,F,Explosives,Other Crime,7,Yes,13-11-2021 05:00,11.0,10,5,1,3,1,85
16037,,2021-10-30 04:00:00,,Ghaziabad,319,EXTORTION,47,F,Knife,Other Crime,15,Yes,25-11-2021 17:00,11.0,10,5,7,3,1,85
16039,,2021-10-30 06:00:00,,Delhi,219,ILLEGAL POSSESSION,35,F,Explosives,Other Crime,4,No,,11.0,10,5,5,3,1,85
16040,2021-01-11 05:00:00,2021-10-30 07:00:00,,Mumbai,420,CYBERCRIME,67,F,Poison,Other Crime,6,No,,11.0,10,5,17,1,1,95
16041,,2021-10-30 08:00:00,,Surat,338,IDENTITY THEFT,71,F,Firearm,Violent Crime,16,Yes,23-12-2021 15:00,11.0,10,5,24,1,1,95
16045,,2021-10-30 12:00:00,,Delhi,481,EXTORTION,61,F,Other,Other Crime,3,No,,11.0,10,5,5,3,1,85
16046,,2021-10-30 13:00:00,,Bhopal,344,EXTORTION,12,F,Other,Other Crime,4,Yes,07-01-2022 16:00,11.0,10,5,3,3,1,85
16047,,2021-10-30 14:00:00,,Jaipur,284,ASSAULT,29,F,Explosives,Violent Crime,6,Yes,11-01-2022 06:00,11.0,10,5,10,3,1,85
16048,,2021-10-30 15:00:00,,Pune,492,ARSON,26,F,Other,Fire Accident,12,Yes,26-01-2022 14:00,11.0,10,5,21,1,1,95
16049,2021-01-11 06:00:00,2021-10-30 16:00:00,,Ahmedabad,593,DOMESTIC VIOLENCE,52,F,Other,Violent Crime,18,Yes,15-01-2022 06:00,11.0,10,5,1,3,1,85
16050,,2021-10-30 17:00:00,,Mumbai,331,ARSON,67,F,Blunt Object,Fire Accident,14,Yes,19-11-2021 02:00,11.0,10,5,17,1,1,95
16051,,2021-10-30 18:00:00,,Varanasi,382,VANDALISM,75,F,Blunt Object,Other Crime,4,No,,11.0,10,5,26,1,1,95
16052,2021-01-11 02:00:00,2021-10-30 19:00:00,,Delhi,363,DOMESTIC VIOLENCE,41,F,Other,Violent Crime,7,Yes,22-01-2022 02:00,11.0,10,5,5,3,1,85
16053,,2021-10-30 20:00:00,,Delhi,124,DOMESTIC VIOLENCE,57,F,Other,Violent Crime,4,Yes,18-12-2021 23:00,11.0,10,5,5,3,1,85
16056,,2021-10-30 23:00:00,,Delhi,357,VANDALISM,58,F,Other,Other Crime,18,Yes,15-01-2022 16:00,11.0,10,5,5,3,1,85
16058,,2021-10-31 01:00:00,,Delhi,509,FIREARM OFFENSE,33,F,Explosives,Fire Accident,18,Yes,22-01-2022 10:00,11.0,10,6,5,3,1,85
16059,2021-02-11 05:00:00,2021-10-31 02:00:00,,Bangalore,369,IDENTITY THEFT,66,F,Poison,Violent Crime,7,Yes,12-12-2021 05:00,11.0,10,6,2,3,1,85
16062,2021-02-11 22:00:00,2021-10-31 05:00:00,,Mumbai,418,KIDNAPPING,53,F,,Other Crime,1,No,,11.0,10,6,17,1,1,95
16064,2021-03-11 02:00:00,2021-10-31 07:00:00,,Delhi,263,IDENTITY THEFT,23,F,Knife,Violent Crime,5,No,,11.0,10,6,5,3,1,85
16066,2021-01-11 19:00:00,2021-10-31 09:00:00,2021-01-11 03:01:00,Ahmedabad,184,FRAUD,11,F,Explosives,Other Crime,5,No,,3.0,10,6,1,0,-1,50
16067,2021-01-11 13:00:00,2021-10-31 10:00:00,,Bangalore,289,IDENTITY THEFT,70,F,Explosives,Violent Crime,18,No,,11.0,10,6,2,3,1,85
16068,2021-01-11 03:00:00,2021-10-31 11:00:00,,Delhi,272,HOMICIDE,60,F,,Other Crime,10,No,,11.0,10,6,5,3,1,85
16069,2021-02-11 17:00:00,2021-10-31 12:00:00,2021-01-11 09:33:00,Jaipur,106,DRUG OFFENSE,36,F,Poison,Other Crime,1,Yes,26-01-2022 17:00,9.0,10,6,10,3,1,85
16070,2021-01-11 22:00:00,2021-10-31 13:00:00,2021-01-11 02:00:00,Srinagar,237,PUBLIC INTOXICATION,79,F,Other,Other Crime,12,No,,2.0,10,6,23,0,-1,50
16071,2021-03-11 01:00:00,2021-10-31 14:00:00,2021-01-11 02:58:00,Patna,484,TRAFFIC VIOLATION,77,F,Blunt Object,Traffic Fatality,8,No,,2.0,10,6,20,0,-1,50
16073,2021-02-11 11:00:00,2021-10-31 16:00:00,2021-01-11 09:28:00,Pune,503,PUBLIC INTOXICATION,53,F,Poison,Other Crime,2,Yes,19-11-2021 11:00,9.0,10,6,21,1,1,95
16075,2021-02-11 20:00:00,2021-10-31 18:00:00,2021-01-11 01:42:00,Mumbai,354,COUNTERFEITING,20,F,Other,Other Crime,19,No,,1.0,10,6,17,0,-1,50
16076,2021-02-11 13:00:00,2021-10-31 19:00:00,2021-01-11 12:51:00,Faridabad,135,FIREARM OFFENSE,79,F,Explosives,Fire Accident,19,Yes,05-01-2022 13:00,12.0,10,6,6,3,1,85
16078,2021-01-11 21:00:00,2021-10-31 21:00:00,2021-01-11 11:07:00,Jaipur,352,FRAUD,18,F,Poison,Other Crime,6,Yes,10-11-2021 21:00,11.0,10,6,10,3,1,85
16079,2021-02-11 08:00:00,2021-10-31 22:00:00,2021-01-11 14:00:00,Surat,308,HOMICIDE,45,F,Poison,Other Crime,14,Yes,06-05-2022 08:00,14.0,10,6,24,1,-1,65
16080,2021-03-11 07:00:00,2021-10-31 23:00:00,2021-01-11 16:57:00,Kanpur,523,BURGLARY,44,F,Knife,Other Crime,1,Yes,14-01-2022 07:00,16.0,10,6,12,3,1,85
16081,2021-02-11 08:00:00,2021-11-01 00:00:00,2021-01-11 02:23:00,Delhi,148,ROBBERY,21,F,Poison,Violent Crime,12,Yes,28-04-2022 08:00,2.0,11,0,5,0,-1,50
16082,2021-02-11 18:00:00,2021-11-01 01:00:00,2021-01-11 16:45:00,Ahmedabad,363,DRUG OFFENSE,46,F,Explosives,Other Crime,3,Yes,27-12-2021 18:00,16.0,11,0,1,2,1,90
16083,2021-01-11 08:00:00,2021-11-01 02:00:00,2021-01-11 06:14:00,Faridabad,275,BURGLARY,39,F,Blunt Object,Other Crime,2,No,,6.0,11,0,6,2,1,90
16084,2021-03-11 17:00:00,2021-11-01 03:00:00,2021-02-11 01:58:00,Ahmedabad,475,HOMICIDE,56,F,Firearm,Other Crime,13,No,,1.0,11,0,1,0,-1,50
16088,2021-01-11 23:00:00,2021-11-01 07:00:00,2021-02-11 05:01:00,Delhi,535,CYBERCRIME,62,F,,Other Crime,8,Yes,06-01-2022 23:00,5.0,11,0,5,0,1,80
16089,2021-02-11 23:00:00,2021-11-01 08:00:00,2021-02-11 04:59:00,Ahmedabad,263,ARSON,64,F,Knife,Fire Accident,19,Yes,23-12-2021 23:00,4.0,11,0,1,0,-1,50
16091,2021-03-11 15:00:00,2021-11-01 10:00:00,2021-02-11 05:45:00,Mumbai,397,HOMICIDE,63,F,Explosives,Other Crime,11,No,,5.0,11,0,17,0,1,80
16093,2021-03-11 02:00:00,2021-11-01 12:00:00,2021-01-11 22:12:00,Ahmedabad,408,DRUG OFFENSE,63,F,Other,Other Crime,17,Yes,27-11-2021 02:00,22.0,11,0,1,2,-1,40
16094,2021-02-11 17:00:00,2021-11-01 13:00:00,2021-02-11 10:09:00,Lucknow,148,VANDALISM,62,F,Knife,Other Crime,8,No,,10.0,11,0,14,2,1,90
16095,2021-01-11 20:00:00,2021-11-01 14:00:00,2021-01-11 19:31:00,Hyderabad,191,EXTORTION,50,F,Poison,Other Crime,5,No,,19.0,11,0,8,2,1,90
16096,2021-01-11 19:00:00,2021-11-01 15:00:00,2021-02-11 14:18:00,Srinagar,493,VEHICLE - STOLEN,57,F,Other,Violent Crime,17,No,,14.0,11,0,23,1,1,95
16098,2021-03-11 07:00:00,2021-11-01 17:00:00,2021-02-11 04:45:00,Delhi,240,FIREARM OFFENSE,65,F,Firearm,Fire Accident,19,No,,4.0,11,0,5,0,1,80
16099,2021-03-11 00:00:00,2021-11-01 18:00:00,2021-01-11 21:33:00,Agra,593,ROBBERY,59,F,Other,Violent Crime,7,No,,21.0,11,0,0,2,-1,40
16100,2021-04-11 04:00:00,2021-11-01 19:00:00,2021-02-11 13:43:00,Mumbai,503,IDENTITY THEFT,27,F,Blunt Object,Violent Crime,6,No,,13.0,11,0,17,2,1,90
16101,2021-02-11 20:00:00,2021-11-01 20:00:00,2021-02-11 08:44:00,Bangalore,257,PUBLIC INTOXICATION,20,F,,Other Crime,4,Yes,09-11-2021 20:00,8.0,11,0,2,2,1,90
16102,2021-04-11 17:00:00,2021-11-01 21:00:00,2021-02-11 10:22:00,Surat,281,HOMICIDE,46,F,Poison,Other Crime,5,Yes,25-09-2023 17:00,10.0,11,0,24,1,1,95
16103,2021-04-11 01:00:00,2021-11-01 22:00:00,2021-02-11 06:09:00,Delhi,394,KIDNAPPING,49,F,Explosives,Other Crime,2,Yes,26-11-2021 01:00,6.0,11,0,5,2,1,90
16104,2021-04-11 16:00:00,2021-11-01 23:00:00,2021-02-11 19:39:00,Indore,209,ROBBERY,44,F,Poison,Violent Crime,15,Yes,12-03-2022 16:00,19.0,11,0,9,2,1,90
16105,2021-04-11 05:00:00,2021-11-02 00:00:00,2021-02-11 19:30:00,Patna,235,ILLEGAL POSSESSION,23,F,Knife,Other Crime,16,Yes,20-01-2022 05:00,19.0,11,1,20,1,-1,65
16106,2021-02-11 05:00:00,2021-11-02 01:00:00,2021-02-11 15:31:00,Bangalore,329,FRAUD,31,F,Poison,Other Crime,8,Yes,22-12-2021 05:00,15.0,11,1,2,2,1,90
16108,2021-02-11 12:00:00,2021-11-02 03:00:00,2021-03-11 00:41:00,Ahmedabad,529,ASSAULT,17,F,,Violent Crime,15,Yes,24-12-2021 12:00,0.0,11,1,1,0,-1,50
16109,2021-02-11 13:00:00,2021-11-02 04:00:00,2021-03-11 03:11:00,Bangalore,348,HOMICIDE,76,F,,Other Crime,8,No,,3.0,11,1,2,0,-1,50
16112,2021-03-11 10:00:00,2021-11-02 07:00:00,2021-03-11 04:37:00,Kanpur,295,TRAFFIC VIOLATION,64,F,Firearm,Traffic Fatality,4,Yes,30-11-2021 10:00,4.0,11,1,12,0,1,80
16113,2021-03-11 08:00:00,2021-11-02 08:00:00,2021-02-11 11:12:00,Kolkata,267,SEXUAL ASSAULT,26,F,Poison,Violent Crime,3,No,,11.0,11,1,13,2,1,90
16114,2021-02-11 15:00:00,2021-11-02 09:00:00,2021-03-11 05:04:00,Lucknow,171,DRUG OFFENSE,51,F,Blunt Object,Other Crime,8,No,,5.0,11,1,14,0,1,80
16116,2021-04-11 22:00:00,2021-11-02 11:00:00,2021-02-11 11:56:00,Bangalore,248,IDENTITY THEFT,30,F,Knife,Violent Crime,15,No,,11.0,11,1,2,2,1,90
16117,2021-04-11 19:00:00,2021-11-02 12:00:00,2021-03-11 01:32:00,Jaipur,193,SEXUAL ASSAULT,33,F,Firearm,Violent Crime,8,Yes,06-10-2023 19:00,1.0,11,1,10,0,-1,50
16119,2021-03-11 16:00:00,2021-11-02 14:00:00,2021-02-11 19:55:00,Kolkata,243,ARSON,79,F,Poison,Fire Accident,5,Yes,07-01-2022 16:00,19.0,11,1,13,2,-1,60
16121,2021-05-11 07:00:00,2021-11-02 16:00:00,2021-03-11 11:50:00,Bangalore,270,HOMICIDE,47,F,Blunt Object,Other Crime,2,No,,11.0,11,1,2,2,1,90
16122,2021-03-11 12:00:00,2021-11-02 17:00:00,2021-03-11 16:39:00,Bangalore,586,EXTORTION,55,F,Knife,Other Crime,8,Yes,15-12-2021 12:00,16.0,11,1,2,2,1,90
16123,2021-04-11 06:00:00,2021-11-02 18:00:00,2021-03-11 03:07:00,Kolkata,379,ASSAULT,64,F,Knife,Violent Crime,14,No,,3.0,11,1,13,0,1,80
16124,2021-03-11 14:00:00,2021-11-02 19:00:00,2021-03-11 17:15:00,Nagpur,438,BURGLARY,72,F,Poison,Other Crime,13,Yes,03-01-2022 14:00,17.0,11,1,18,1,1,95
16126,2021-05-11 18:00:00,2021-11-02 21:00:00,2021-03-11 04:51:00,Visakhapatnam,179,PUBLIC INTOXICATION,65,F,Poison,Other Crime,14,No,,4.0,11,1,28,0,-1,50
16127,2021-04-11 02:00:00,2021-11-02 22:00:00,2021-03-11 01:50:00,Kanpur,438,DRUG OFFENSE,52,F,Blunt Object,Other Crime,7,No,,1.0,11,1,12,0,-1,50
16128,2021-04-11 16:00:00,2021-11-02 23:00:00,2021-03-11 16:09:00,Faridabad,365,DOMESTIC VIOLENCE,71,F,Knife,Violent Crime,6,Yes,15-11-2021 16:00,16.0,11,1,6,2,1,90
16130,2021-03-11 23:00:00,2021-11-03 01:00:00,2021-04-11 00:46:00,Pune,556,VEHICLE - STOLEN,22,F,Poison,Violent Crime,4,Yes,07-12-2021 23:00,0.0,11,2,21,0,-1,50
16131,2021-03-11 14:00:00,2021-11-03 02:00:00,2021-04-11 01:50:00,Hyderabad,405,SEXUAL ASSAULT,27,F,Other,Violent Crime,10,No,,1.0,11,2,8,0,-1,50
16132,2021-03-11 22:00:00,2021-11-03 03:00:00,2021-03-11 09:54:00,Bangalore,114,ROBBERY,74,F,Firearm,Violent Crime,14,Yes,28-04-2022 22:00,9.0,11,2,2,2,1,90
16133,2021-03-11 12:00:00,2021-11-03 04:00:00,2021-03-11 11:35:00,Bangalore,293,SHOPLIFTING,61,F,Knife,Other Crime,16,No,,11.0,11,2,2,2,1,90
16135,2021-04-11 18:00:00,2021-11-03 06:00:00,2021-04-11 04:16:00,Bangalore,305,IDENTITY THEFT,69,F,Firearm,Violent Crime,1,No,,4.0,11,2,2,0,1,80
16136,2021-05-11 04:00:00,2021-11-03 07:00:00,2021-03-11 08:44:00,Jaipur,435,TRAFFIC VIOLATION,67,F,Explosives,Traffic Fatality,16,Yes,18-11-2021 04:00,8.0,11,2,10,2,1,90
16137,2021-05-11 17:00:00,2021-11-03 08:00:00,2021-04-11 01:36:00,Ahmedabad,399,ILLEGAL POSSESSION,28,F,Blunt Object,Other Crime,4,Yes,20-11-2021 17:00,1.0,11,2,1,0,-1,50
16139,2021-04-11 14:00:00,2021-11-03 10:00:00,2021-04-11 04:15:00,Bangalore,281,PUBLIC INTOXICATION,75,F,Blunt Object,Other Crime,12,No,,4.0,11,2,2,0,1,80
16140,2021-05-11 09:00:00,2021-11-03 11:00:00,2021-04-11 09:27:00,Nashik,311,BURGLARY,67,F,Other,Other Crime,17,Yes,28-04-2022 09:00,9.0,11,2,19,1,1,95
16141,2021-05-11 02:00:00,2021-11-03 12:00:00,2021-03-11 12:42:00,Kolkata,232,BURGLARY,78,F,Poison,Other Crime,18,Yes,12-01-2022 02:00,12.0,11,2,13,2,1,90
